,tweet,label
319,expands coronavirus guidance pressure scientist airborne spread,fake
320,underlying condition increase risk severe coronavirus least NUM patient,real
321,late update ministry health new case covid NUM report new zealand NUM th consecutive day new case total number confirm case remain NUM number report world health organization,real
322,news world ’ bellends demand instant vaccine coronavirus hit iphone production,fake
323,american scientist judy mykowitz expose facts u administration regard coronavirus accuse u military fabricate conjunction wuhan chinese laboratory,fake
324,facebook post wrongly suggest role face mask wildfire smoke protection covid NUM ’,fake
325,next week even ’ symptom please test ’ south west auckland great health risk get covid NUM test free NUM test site nationwide,real
326,probably reason trump favorite covid drug chloroquine,fake
327,rt co vid update backhand index point right total number recovery touch NUM take recovery rate NUM backhand index point right total…,real
328,fact check range statement second night dnc highlight deal coronavirus case number trump administration ’ position aca,fake
329,patanjali ceo deny say coronil cure covid NUM,fake
330,video already remove youtube woman name pilar baselga assures carlos ii health institute madrid say report sars cov NUM coronavirus pandemic end,fake
331,coronavirus patient zero sex bat,fake
332,covid test result come week later useless,real
333,claim share repeatedly multiple facebook whatsapp twitter post indian government outlaw social medium post novel coronavirus pandemic piece national legislation call disaster management act,fake
334,director general tedros adhanom say covid NUM outbreak accelerate ’ yet reach peak globally jharkhand cm hemant soren go isolation colleague test positive covid NUM co vid coronavirus fact,fake
335,new vaccine help cure coronavirus three hour,fake
336,state report NUM new death today NUM day average still NUM live lose per day,real
337,quran read white house stop corona virus usa,fake
338,’ add important new column data hospitalization NUM state currently report start track today state data page ’ see design change make wanted get urgent information right away,real
339,flu kill NUM time covid,fake
340,colorado ’ marijuana shop break sale record coronavirus marijuana colorado pot sale,fake
341,’ work vaccine manufacturer provide country join effort timely equitable access vaccine license approve ’ pool risk also mean price keep low possible co vid,real
342,co vid coronavirus coronavirus update wuhan local claim coronavirus kill NUM people city alone ten time national figure claim chinese authority,fake
343,two interesting correlation NUM child tend weather covid NUM pretty well also get ton vitamin NUM black people get slam covid NUM black people also much high instance vitamin deficiency NUM v NUM general population,fake
344,say joe biden gretchen whitmer maskless detroit athletic club child mandate wear mask play outdoor sport �,fake
345,one core belief general project like actively work maximum virality raw statistic number need context others provide include home,real
346,total number confirm case NUM ⁣ ⁣ combine total confirm probable case NUM ⁣ ⁣ number recover case remain NUM ⁣ ⁣ additional death report ⁣,real
347,post say two patient valley regional medical center brownsville texas “ look ” possible coronavirus infection,fake
348,johnson amp johnson covid vaccine trial prevent severe illness small group hamster however promise result hamster necessarily mean vaccine provide level protection human read,real
349,NUM new confirm case find concentrated NUM state uts total NUM new case report last NUM hour country maharashtra alone contribute NUM follow andhra pradesh karnataka,real
350,leakage different harmful virus laboratory accidental world must save china already lose entire year due covid NUM originate china,fake
351,colombian doctor manuel elkin patarroyo say breast milk eliminate new coronavirus,fake
352,• complaint relate maintain proper distance retail​ • amount gathering lower previous weekend amp focus remain education encouragement engagement​ • total NUM breach NUM result warning NUM prosecution,real
353,please ask officer wear mask properly fine others co vid,fake
354,northeast bottom south west grow last two day state arizona alone report new case whole northeast unimaginable even week ago,real
